"","iter","lambda","lambda_err","beta","beta_err","I_inf","I_inf_err","tau0","tau0_err","R_sq","delta_R_sq","R_sq_adj","convergence","id"
"105",246,0.00440704585059223,0.000446818951722392,2.07992986486455,0.0274330033753406,0.508354211149294,0.00114755665895608,13.5724907093001,1.12847264070166,0.999698590664259,9.995005889607e-08,0.999517745062814,TRUE,"9d3wgy1lw208nvdngame-level"
"106",1293,0.0425582656046758,0.00353888572297028,0.549991265735757,0.00533957313209763,0.840190913016395,0.00494434315872184,311.02557002155,64.3563870268887,0.991371518297985,9.95105353673864e-08,0.986194429276776,TRUE,"9do3e7dpwdmz4wx2game-level"
"107",1224,0.0105648119107573,0.00118483570406266,3.39670700352038,0.0732654998167044,0.652215305213311,0.00518147765124534,3.81751364133388,0.236348486117136,0.98812737573881,9.99399037970861e-08,0.981003801182096,TRUE,"9do8mm1p7kjr9nx2game-level"
"108",1015,0.0091824422159914,0.00157108386712852,0.779544370771401,0.0139386119021584,0.623472224326549,0.00686735078419011,410.316019719602,134.201301265802,0.995783245560802,9.9762378580337e-08,0.993253192897283,TRUE,"9do8mm1pzdnqyjqdgame-level"
"109",624,0.0586068883890822,0.0772217002915927,0.305426006519103,0.0107565443594664,0,0.999265962708009,10811.3091687972,50177.0557663892,0.861985901665954,9.81707696245948e-08,0.779177442665526,TRUE,"9do8p71p02q3wjkygame-level"
"110",4000,1.61274859060366e-05,3.40454048957935e-06,2.22843412855097,0.0378783617180533,0.134717071176465,0.0364591853377843,141.443615174473,25.3045666060347,0.936629572118157,5.92971103441364e-07,0.898607315389051,FALSE,"9do92odpvdo4x3o2game-level"
"111",3328,0.00232487680898346,0.0102668539685929,0.538990918012966,0.00774233535459678,0,4.09212147890563,76942.7625347297,642845.879775571,0.870233320911355,6.80045362244641e-08,0.821570816253113,TRUE,"9dokge1p5dwnqndggame-level"
"112",4000,7.08548015273584e-09,2.06541193066915e-09,2.93612792067769,0.0335798827641248,0.527961370104766,0.0394825231625443,596.53900600994,102.828016213491,0.823269718628239,8.48395231345389e-06,0.734904577942359,FALSE,"9dokge1pwkpne0drgame-level"
"113",4000,1.29832528742691e-05,1.28870937818827e-05,1.21938252952633,0.00606972166377989,0.0260951181737314,0.782526326704462,10173.0601513196,8748.27256862996,0.905536440992751,3.06573657793408e-07,0.865052058561073,FALSE,"9dokge1pzd3qonkngame-level"
"114",4000,1.43462198015292e-10,1.85302268037633e-11,3.40095380200277,0.0175154568530832,0.748696497946997,0.00678863718710985,783.908337209635,56.6774225702378,0.976537760311801,3.81495881118799e-06,0.966482514731145,FALSE,"9dow9e1pjdz89gdvgame-level"
"115",2126,1.78414452938528e-05,5.3338385915443e-06,1.67701517576175,0.0414385450463514,0.761029027026789,0.0168692940858056,678.516670805786,230.270091487836,0.90256722649264,9.99208837892951e-08,0.85385083973896,TRUE,"9dow9e1pq25qqv2ogame-level"
